Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,B44DPG3,37 Interactive Entertainment Network Technology Group Co Ltd,002555,<0.01%,Interactive Home Entertainment,CN,---,"$3,157,916.33","1,152,267"
,B03MPR4,Baticim Cimento Sanayi Anonim Sirketi,BSOKE,<0.01%,Construction Materials,TR,---,"$3,154,682.65","5,791,744"
,6535670,Perusahaan Perkebunan London Sumatra Indonesia Tbk PT,LSIP,<0.01%,Agricultural Products & Services,ID,---,"$3,153,055.33","37,618,295"
,BYYFJN4,Western Region Gold Co Ltd,601069,<0.01%,Gold,CN,---,"$3,150,890.59","706,300"
,B06YX28,Iochpe Maxion SA,MYPK3,<0.01%,Automotive Parts & Equipment,BR,---,"$3,150,297.28","1,789,849"
,BD73MV7,First Capital Securities Co Ltd,002797,<0.01%,Investment Banking & Brokerage,CN,---,"$3,149,671.04","3,200,300"
,B2N6LQ1,Zhejiang Hailiang Co Ltd,002203,<0.01%,Copper,CN,---,"$3,149,525.74","1,087,716"
,BFF5BV2,Zhejiang Huayou Cobalt Co Ltd,603799,<0.01%,Electrical Components & Equipment,CN,---,"$3,147,981.91","535,805"
,6740753,Ritek Corp,2349,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$3,143,883.92","8,975,489"
,BZBYDY0,Baiyin Nonferrous Group Co Ltd,601212,<0.01%,Diversified Metals & Mining,CN,---,"$3,143,227.66","3,084,400"
,B8DDJ15,Guangdong Hongda Holdings Group Co Ltd,002683,<0.01%,Diversified Metals & Mining,CN,---,"$3,132,915.35","684,658"
,BP3R3S1,Wanhua Chemical Group Co Ltd,600309,<0.01%,Specialty Chemicals,CN,---,"$3,128,139.46","275,769"
,B3WTV80,Everbright Securities Co Ltd,601788,<0.01%,Investment Banking & Brokerage,CN,---,"$3,125,334.18","1,427,610"
,BD6QWG2,PhiChem Corp,300398,<0.01%,Specialty Chemicals,CN,---,"$3,121,934.85","576,700"
,BP3RJR2,NBTM New Materials Group Co Ltd,600114,<0.01%,Automotive Parts & Equipment,CN,---,"$3,116,266.07","672,048"
,BMC2041,Beijing Wantai Biological Pharmacy Enterprise Co Ltd,603392,<0.01%,Biotechnology,CN,---,"$3,114,571.89","721,964"
,B3NVRR6,Hangzhou GreatStar Industrial Co Ltd,002444,<0.01%,Household Appliances,CN,---,"$3,111,640.78","692,700"
,6432566,Kung Long Batteries Industrial Co Ltd,1537,<0.01%,Electrical Components & Equipment,TW,---,"$3,109,219.52","832,333"
,BP3R790,Shan Xi Hua Yang Group New Energy Co Ltd,600348,<0.01%,Coal & Consumable Fuels,CN,---,"$3,109,189.43","2,224,612"
,BHY32S5,Anhui Yingliu Electromechanical Co Ltd,603308,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$3,106,368.02","472,360"
,BFCCQC2,Qingdao East Steel Tower Stock Co Ltd,002545,<0.01%,Steel,CN,---,"$3,102,165.40","1,165,800"
,BYZ0ZJ6,BANK JAGO TBK PT,ARTO,<0.01%,Diversified Banks,ID,---,"$3,100,661.89","56,629,800"
,BKV45D8,Juchen Semiconductor Co Ltd,688123,<0.01%,Semiconductors,CN,---,"$3,098,056.34","147,879"
,B136LS6,Advanced Building Industries Co,ZIIC,<0.01%,Steel,SA,---,"$3,097,103.93","409,848"
,BD5CKV2,By-health Co Ltd,300146,<0.01%,Personal Care Products,CN,---,"$3,088,981.58","2,117,406"
,BFY8GX9,Huizhou Desay Sv Automotive Co Ltd,002920,<0.01%,Automotive Parts & Equipment,CN,---,"$3,086,654.65","234,700"
,BP3R723,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,600863,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$3,079,414.18","4,487,694"
,B01KM02,Hualan Biological Engineering Inc,002007,<0.01%,Biotechnology,CN,---,"$3,078,166.43","1,581,223"
,B3P3PC1,Valor Estate Ltd,DBREALTY,<0.01%,Real Estate Development,IN,---,"$3,077,353.92","2,827,197"
,6181374,YC INOX Co Ltd,2034,<0.01%,Steel,TW,---,"$3,075,993.77","4,747,902"
,BJXFHW5,ISGEC Heavy Engineering Ltd,IGSEC,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$3,075,699.65","370,654"
,B1FPYN7,Gotion High-tech Co Ltd,002074,<0.01%,Electrical Components & Equipment,CN,---,"$3,074,554.80","774,369"
,BMX5H04,GMR Power and Urban Infra Ltd,GMRPUI,<0.01%,Construction & Engineering,IN,---,"$3,074,283.61","3,247,224"
,B03MQ26,Borusan Yatirim ve Pazarlama AS,BRYAT,<0.01%,Multi-Sector Holdings,TR,---,"$3,073,651.18","88,419"
,BDCL625,Fundo De Investimento Imobiliario Tg Ativo Real,TGAR11,<0.01%,Diversified REITs,BR,---,"$3,073,429.25","343,436"
,B58DQK7,Continental Holdings Corp,3703,<0.01%,Construction & Engineering,TW,---,"$3,072,177.96","4,985,000"
,6187877,BAIC BluePark New Energy Technology Co Ltd,600733,<0.01%,Automobile Manufacturers,CN,---,"$3,070,417.72","4,066,512"
,BSHQ619,LOCALIZA RENT A CAR SA,RENT4,<0.01%,Passenger Ground Transportation,BR,---,"$3,066,687.61","461,120"
,BD5C8H4,Do-Fluoride New Materials Co Ltd,002407,<0.01%,Commodity Chemicals,CN,---,"$3,065,715.08","565,160"
,6914967,Taiwan Mask Corp,2338,<0.01%,Semiconductor Materials & Equipment,TW,---,"$3,065,226.48","2,491,746"
,BD5CJ48,Beijing Sinnet Technology Co Ltd,300383,<0.01%,Internet Services & Infrastructure,CN,---,"$3,063,067.10","1,664,946"
,B66HD29,Hangzhou Oxygen Plant Group Co Ltd,002430,<0.01%,Industrial Gases,CN,---,"$3,060,973.66","748,850"
,6043645,Yantai Changyu Pioneer Wine Co Ltd,200869,<0.01%,Distillers & Vintners,CN,---,"$3,056,131.43","3,087,201"
,6944953,Weifu High-Technology Group Co Ltd,200581,<0.01%,Automotive Parts & Equipment,CN,---,"$3,055,516.57","1,901,655"
,BHQPRT5,Shenzhen Megmeet Electrical Co Ltd,002851,<0.01%,Electrical Components & Equipment,CN,---,"$3,049,369.34","157,300"
,BJBYDW6,EHANG HOLDINGS LTD-SPS ADR,EH,<0.01%,Aerospace & Defense,US,ADR,"$3,045,131.47","678,203"
,BJLSQZ2,Vamos Locacao de Caminhoes Maquinas e Equipamentos SA,VAMO3,<0.01%,Cargo Ground Transportation,BR,---,"$3,042,600.18","5,272,704"
,B511TV0,Shenzhen MTC Co Ltd,002429,<0.01%,Consumer Electronics,CN,---,"$3,041,552.49","2,400,755"
,BMGPLM1,Zhende Medical Co Ltd,603301,<0.01%,Health Care Equipment,CN,---,"$3,040,957.21","250,200"
,BP3RF52,Henan Zhongfu Industry Co Ltd,600595,<0.01%,Aluminum,CN,---,"$3,036,502.33","3,269,500"
,BPG9298,Avia Avian Tbk PT,AVIA,<0.01%,Specialty Chemicals,ID,---,"$3,035,989.95","143,770,100"
,B4KWQ72,Pakuwon Jati Tbk PT,PWON,<0.01%,Diversified Real Estate Activities,ID,---,"$3,034,666.37","192,061,467"
,BD5CDW4,Shenzhen Kaifa Technology Co Ltd,000021,<0.01%,Electronic Manufacturing Services,CN,---,"$3,030,936.99","538,600"
,BGSCTN5,Nanjing Tanker Corp,601975,<0.01%,Oil & Gas Storage & Transportation,CN,---,"$3,027,318.97","4,814,880"
,BK947Q7,Shanghai Lingang Holdings Corp Ltd,600848,<0.01%,Real Estate Development,CN,---,"$3,026,911.07","2,394,921"
,B3NVLZ2,Do-Fluoride New Materials Co Ltd,002407,<0.01%,Commodity Chemicals,CN,---,"$3,025,953.43","557,830"
,BK7K488,Xiamen Amoytop Biotech Co Ltd,688278,<0.01%,Biotechnology,CN,---,"$3,025,046.59","358,381"
,B1W4PC3,T3EX Global Holdings Corp,2636,<0.01%,Air Freight & Logistics,TW,---,"$3,023,800.25","1,394,000"
,BD73L43,Shenzhen Topband Co Ltd,002139,<0.01%,Electronic Components,CN,---,"$3,023,781.09","2,120,600"
,6086297,Jilin Aodong Pharmaceutical Group Co Ltd,000623,<0.01%,Pharmaceuticals,CN,---,"$3,021,032.16","1,096,771"
,BMF7PB5,Cathay Biotech Inc,688065,<0.01%,Specialty Chemicals,CN,---,"$3,020,908.53","481,913"
,BMGKSD6,Ocumension Therapeutics,1477,<0.01%,Pharmaceuticals,HK,---,"$3,018,215.51","4,583,215"
,BD5CM16,Lepu Medical Technology Beijing Co Ltd,300003,<0.01%,Health Care Equipment,CN,---,"$3,015,845.48","1,700,192"
,BDRJRR6,Huada Automotive Technology Corp Ltd,603358,<0.01%,Automotive Parts & Equipment,CN,---,"$3,015,114.29","406,500"
,B03MYM2,Turk Traktor ve Ziraat Makineleri AS,TTRAK,<0.01%,Agricultural & Farm Machinery,TR,---,"$3,010,657.02","339,954"
,BP3R4B1,Ningbo Zhoushan Port Co Ltd,601018,<0.01%,Marine Ports & Services,CN,---,"$3,008,100.54","5,877,563"
,6780403,Shenzhen Energy Group Co Ltd,000027,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$3,007,897.43","3,180,270"
,BYYDY11,Quess Corp Ltd,QUESS,<0.01%,Human Resource & Employment Services,IN,---,"$3,004,747.85","750,387"
,BV5R4T9,Anthem Biosciences Ltd,ANTHEM,<0.01%,Life Sciences Tools & Services,IN,---,"$3,003,239.33","320,332"
,BD5CJ60,Guangdong Haid Group Co Ltd,002311,<0.01%,Packaged Foods & Meats,CN,---,"$3,002,383.90","436,559"
,6158572,Hisense Home Appliances Group Co Ltd,000921,<0.01%,Household Appliances,CN,---,"$3,001,003.48","769,051"
,BD760M3,Beijing Easpring Material Technology Co Ltd,300073,<0.01%,Electrical Components & Equipment,CN,---,"$3,000,665.90","500,700"
,BNHPM68,Jinko Solar Co Ltd,688223,<0.01%,Semiconductors,CN,---,"$2,999,757.29","4,911,736"
,BD5LYX9,Shenzhen Special Economic Zone Real Estate & Properties Group Co Ltd,000029,<0.01%,Real Estate Development,CN,---,"$2,998,919.39","912,900"
,BNHNGG0,Shijiazhuang Shangtai Technology Co Ltd,001301,<0.01%,Electrical Components & Equipment,CN,---,"$2,998,750.41","346,220"
,BFY8H69,Electric Connector Technology Co Ltd,300679,<0.01%,Electronic Components,CN,---,"$2,997,908.03","403,805"
,BNG2TW5,Can2 Termik AS,CANTE,<0.01%,Electric Utilities,TR,---,"$2,997,842.54","104,980,705"
,BD5CG36,Walvax Biotechnology Co Ltd,300142,<0.01%,Biotechnology,CN,---,"$2,996,680.97","1,484,157"
,BP3R3M5,Shanghai Fosun Pharmaceutical Group Co Ltd,600196,<0.01%,Pharmaceuticals,CN,---,"$2,996,351.37","900,699"
,B8055M7,AKIS Gayrimenkul Yatirimi AS,AKSGY,<0.01%,Diversified REITs,TR,---,"$2,995,876.91","14,447,458"
,BXN62D2,Zhejiang Weiming Environment Protection Co Ltd,603568,<0.01%,Environmental & Facilities Services,CN,---,"$2,995,235.80","1,392,695"
,6281508,Angel Yeast Co Ltd,600298,<0.01%,Packaged Foods & Meats,CN,---,"$2,991,421.77","484,793"
,BD5CNR9,Wasu Media Holding Co Ltd,000156,<0.01%,Cable & Satellite,CN,---,"$2,990,834.05","2,824,800"
,BNR4M65,Qingdao Sentury Tire Co Ltd,002984,<0.01%,Tires & Rubber,CN,---,"$2,987,961.17","1,421,600"
,BD6QWQ2,Henan Shenhuo Coal Industry & Electricity Power Co Ltd,000933,<0.01%,Diversified Metals & Mining,CN,---,"$2,980,666.55","728,700"
,BLB3ZL0,Sinomach Heavy Equipment Group Co Ltd,601399,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$2,978,679.96","6,280,300"
,BN71Y82,Campus Activewear Ltd,CAMPUS,<0.01%,Footwear,IN,---,"$2,973,725.52","1,252,981"
,BP3R5Z2,Liaoning Cheng Da Co Ltd,600739,<0.01%,Trading Companies & Distributors,CN,---,"$2,973,238.09","1,799,520"
,6044585,J-Yuan Trust Co Ltd,600816,<0.01%,Asset Management & Custody Banks,CN,---,"$2,969,487.81","8,019,300"
,B1G5XV7,Shandong Sun Paper Industry JSC Ltd,002078,<0.01%,Paper Products,CN,---,"$2,967,675.22","1,338,200"
,6173359,Sinotruk Jinan Truck Co Ltd,000951,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$2,966,790.95","931,339"
,BD5C788,FSPG Hi-Tech Co Ltd,000973,<0.01%,Commodity Chemicals,CN,---,"$2,964,671.94","1,519,395"
,BMW5LZ8,Oncoclinicas do Brasil Servicos Medicos SA,ONCO3,<0.01%,Health Care Services,BR,---,"$2,963,596.45","12,187,320"
,B60B6Z1,China First Heavy Industries Co Ltd,601106,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$2,963,349.49","6,516,775"
,B3XNFG7,Guangdong Create Century Intelligent Equipment Group Corp Ltd,300083,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$2,961,236.91","1,448,300"
,B17KMY7,Yanlord Land Group Ltd,YLLG,<0.01%,Real Estate Development,SG,---,"$2,959,413.22","6,670,760"
,BD5CBL9,COL Global Co Ltd,300364,<0.01%,Publishing,CN,---,"$2,953,852.80","728,800"
,BGSZJN4,AsiaInfo Technologies Ltd,1675,<0.01%,Application Software,HK,---,"$2,952,054.93","5,412,800"
,BZ4G1F0,Foresee Pharmaceuticals Co Ltd,6576,<0.01%,Pharmaceuticals,TW,---,"$2,951,084.40","1,152,799"
,BD5CKB2,Shanxi Coking Coal Energy Group Co Ltd,000983,<0.01%,Coal & Consumable Fuels,CN,---,"$2,950,216.50","2,670,020"
,BZC0W28,PNC Infratech Ltd,PNCL,<0.01%,Construction & Engineering,IN,---,"$2,948,184.40","1,493,424"
,BPG6JB0,AVIC Chengdu UAS Co Ltd,688297,<0.01%,Aerospace & Defense,CN,---,"$2,946,310.37","507,816"
,BZ3FFP6,Huaan Securities Co Ltd,600909,<0.01%,Investment Banking & Brokerage,CN,---,"$2,946,298.14","2,382,821"
,BD5CLJ7,Beijing Ultrapower Software Co Ltd,300002,<0.01%,IT Consulting & Other Services,CN,---,"$2,944,227.81","2,412,368"
,B4K1BL8,Guangdong Zhongsheng Pharmaceutical Co Ltd,002317,<0.01%,Pharmaceuticals,CN,---,"$2,941,042.76","791,417"
,BFF1YV1,Shanghai Moons' Electric Co Ltd,603728,<0.01%,Electrical Components & Equipment,CN,---,"$2,938,603.24","387,100"
,BD5M2C7,Zhejiang Hailiang Co Ltd,002203,<0.01%,Copper,CN,---,"$2,936,657.18","1,014,200"
,BD5M1N1,Aotecar New Energy Technology Group Co Ltd,002239,<0.01%,Automotive Parts & Equipment,CN,---,"$2,935,797.22","7,621,300"
,BYV1VL7,Skshu Paint Co Ltd,603737,<0.01%,Commodity Chemicals,CN,---,"$2,935,546.10","788,031"
,6878706,Meihua Holdings Group Co Ltd,600873,<0.01%,Specialty Chemicals,CN,---,"$2,933,234.52","2,528,400"
,BDFBQH7,BOE Varitronix Ltd,710,<0.01%,Electronic Equipment & Instruments,HK,---,"$2,930,562.42","5,158,813"
,6714781,Firich Enterprises Co Ltd,8076,<0.01%,Electronic Equipment & Instruments,TW,---,"$2,929,963.89","4,006,184"
,BD5LQY4,Lingyi iTech Guangdong Co,002600,<0.01%,Electronic Components,CN,---,"$2,929,350.76","1,541,500"
,B3XDZ23,Hebei Changshan Biochemical Pharmaceutical Co Ltd,300255,<0.01%,Pharmaceuticals,CN,---,"$2,926,056.19","833,100"
,6037596,New Hope Liuhe Co Ltd,000876,<0.01%,Agricultural Products & Services,CN,---,"$2,925,951.71","2,770,024"
,B567GM3,Kehua Data Co Ltd,002335,<0.01%,Electrical Components & Equipment,CN,---,"$2,922,971.50","638,435"
,6143255,Raymond Ltd,RW,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$2,918,828.64","440,433"
,BD5CNG8,Wanxiang Qianchao Co Ltd,000559,<0.01%,Automotive Parts & Equipment,CN,---,"$2,918,522.32","1,743,700"
,B1Z2X53,Albaraka Turk Katilim Bankasi AS,ALBRK,<0.01%,Diversified Banks,TR,---,"$2,916,112.71","16,227,918.152"
,BS0GX15,TVS Supply Chain Solutions Ltd/India,TVSSCS,<0.01%,Air Freight & Logistics,IN,---,"$2,915,894.70","2,187,677"
,BD5M1C0,Perfect World Co Ltd/China,002624,<0.01%,Interactive Home Entertainment,CN,---,"$2,911,696.86","1,792,110"
,B65BYW9,JA Solar Technology Co Ltd,002459,<0.01%,Semiconductors,CN,---,"$2,909,569.13","2,807,476"
,BPH27W4,Sichuan Biokin Pharmaceutical Co Ltd,688506,<0.01%,Pharmaceuticals,CN,---,"$2,909,443.73","73,207"
,BQWRK11,Sunshine Guojian Pharmaceutical Shanghai Co Ltd,688336,<0.01%,Biotechnology,CN,---,"$2,908,238.95","459,662"
,BHBFSR5,Quest Holdings SA,QUEST,<0.01%,Technology Distributors,GR,---,"$2,907,091.25","340,474"
,BF2HB11,SOHU.COM LTD-ADR,SOHU,<0.01%,Interactive Home Entertainment,US,ADR,"$2,905,287.10","206,782"
,6331566,Sports Toto Bhd,SPTOTO,<0.01%,Casinos & Gaming,MY,---,"$2,899,679.13","8,720,960"
,BNG1TG6,Acme Solar Holdings Ltd,ACMESOLA,<0.01%,Renewable Electricity,IN,---,"$2,897,192.96","686,941"
,BZ0D1V1,CECEP Wind-Power Corp,601016,<0.01%,Renewable Electricity,CN,---,"$2,895,392.75","5,812,970"
,B1VW067,Ideal Holdings SA,INTEK,<0.01%,Technology Distributors,GR,---,"$2,894,877.54","415,664"
,B16FQY1,Jinneng Holding Shanxi Coal Industry Co Ltd,601001,<0.01%,Coal & Consumable Fuels,CN,---,"$2,890,426.18","1,061,535"
,BYQDM37,Nanjing Iron & Steel Co Ltd,600282,<0.01%,Steel,CN,---,"$2,887,552.38","4,130,700"
,BMQBTN6,Guangdong Aofei Data Technology Co Ltd,300738,<0.01%,Internet Services & Infrastructure,CN,---,"$2,886,596.31","953,508"
,6118383,Zhejiang Juhua Co Ltd,600160,<0.01%,Commodity Chemicals,CN,---,"$2,884,853.16","478,140"
,BDGRXJ5,Shanghai AtHub Co Ltd,603881,<0.01%,Internet Services & Infrastructure,CN,---,"$2,882,786.55","762,017"
,B510L77,Fujian Star-net Communication Co Ltd,002396,<0.01%,Communications Equipment,CN,---,"$2,881,396.77","480,455"
,B5KRLQ8,China XD Electric Co Ltd,601179,<0.01%,Heavy Electrical Equipment,CN,---,"$2,880,986.32","1,531,400"
,2119379,CYRELA BRAZIL REALTY SA-PREF,CYRE4,<0.01%,Homebuilding,BR,---,"$2,880,823.68","656,715"
,BNXGW54,G R Infraprojects Ltd,GRINFRA,<0.01%,Construction & Engineering,IN,---,"$2,876,786.50","312,706"
,BD5CMK5,AECC Aero-Engine Control Co Ltd,000738,<0.01%,Aerospace & Defense,CN,---,"$2,873,774.46","1,020,000"
,B1VKWZ4,TCL Zhonghuan Renewable Energy Technology Co Ltd,002129,<0.01%,Semiconductor Materials & Equipment,CN,---,"$2,873,628.58","2,033,250"
,6771924,Sampo Corp,1604,<0.01%,Consumer Electronics,TW,---,"$2,873,050.38","3,919,800"
,BHWLWW5,Jiangsu Financial Leasing Co Ltd,600901,<0.01%,Specialized Finance,CN,---,"$2,871,481.06","2,950,800"
,6104155,Hangzhou Iron & Steel Co,600126,<0.01%,Steel,CN,---,"$2,868,083.88","2,937,786"
,B6X8NL4,ESSA Industries Indonesia Tbk PT,ESSA,<0.01%,Industrial Gases,ID,---,"$2,867,543.18","78,255,645"
,BXD2LJ9,GSPL TRANSMISSION LTD,---,<0.01%,Gas Utilities,IN,---,"$2,867,259.33","1,819,395.334"
,BP3RF63,Ningbo Shanshan Co Ltd,600884,<0.01%,Specialty Chemicals,CN,---,"$2,866,863.37","1,617,618"
,B5V7S33,Zhejiang Chint Electrics Co Ltd,601877,<0.01%,Electrical Components & Equipment,CN,---,"$2,863,550.24","750,158"
,BP3RD03,Shanghai Jinjiang International Hotels Co Ltd,600754,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$2,863,345.54","1,004,624"
,6431875,Rechi Precision Co Ltd,4532,<0.01%,Industrial Machinery & Supplies & Components,TW,---,"$2,862,946.35","3,808,000"
,6334101,Baoding Tianwei Baobian Electric Co Ltd,600550,<0.01%,Heavy Electrical Equipment,CN,---,"$2,862,578.31","1,751,501"
,6452917,Inner Mongolia Berun Chemical Co Ltd,000683,<0.01%,Commodity Chemicals,CN,---,"$2,861,437.64","3,088,732"
,B1VKX28,Shenzhen Woer Heat-Shrinkable Material Co Ltd,002130,<0.01%,Electrical Components & Equipment,CN,---,"$2,860,347.65","1,124,624"
,BP3R1R6,Anhui Jianghuai Automobile Group Corp Ltd,600418,<0.01%,Automobile Manufacturers,CN,---,"$2,858,405.96","915,228"
,B1CWSY0,Shanxi Lu'an Environmental Energy Development Co Ltd,601699,<0.01%,Coal & Consumable Fuels,CN,---,"$2,851,662.74","1,066,800"
,6015644,Angang Steel Co Ltd,347,<0.01%,Steel,HK,---,"$2,850,047.74","18,898,652"
,BGSN864,Xinyi Energy Holdings Ltd,3868,<0.01%,Renewable Electricity,HK,---,"$2,845,575.29","28,236,600"
,B0LN2F6,Forcecon Tech Co Ltd,3483,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$2,843,998.67","1,217,546"
,BP3RDD6,Xiamen Faratronic Co Ltd,600563,<0.01%,Electronic Components,CN,---,"$2,843,960.26","148,115"
,B0TLGM7,Yuexiu Real Estate Investment Trust,405,<0.01%,Diversified REITs,HK,---,"$2,839,019.14","35,069,544"
,BQ7X6P0,Shanghai Chicmax Cosmetic Co Ltd,2145,<0.01%,Personal Care Products,HK,---,"$2,837,483.38","1,028,100"
,BMZ39Q6,Guobo Electronics Co Ltd,688375,<0.01%,Semiconductors,CN,---,"$2,834,734.73","245,244"
,6281519,Shanxi Coking Coal Energy Group Co Ltd,000983,<0.01%,Coal & Consumable Fuels,CN,---,"$2,834,225.24","2,565,045"
,B41MPQ3,Tongding Interconnection Information Co Ltd,002491,<0.01%,Communications Equipment,CN,---,"$2,833,640.38","858,300"
,BP91P36,China Three Gorges Renewables Group Co Ltd,600905,<0.01%,Renewable Electricity,CN,---,"$2,832,096.25","5,130,400"
,BD5CG47,Shenzhen Everwin Precision Technology Co Ltd,300115,<0.01%,Electronic Components,CN,---,"$2,831,421.56","770,233"
,B42PZ38,RattanIndia Power Ltd,RTPOW,<0.01%,Independent Power Producers & Energy Traders,IN,---,"$2,824,096.28","35,881,388"
,BS7K3K9,Zhejiang Zheneng Electric Power Co Ltd,600023,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,823,744.34","3,890,881"
,B16NHT7,Shui On Land Ltd,272,<0.01%,Real Estate Development,HK,---,"$2,822,701.30","48,162,500"
,BMF7NM2,Zhejiang XCC Group Co Ltd,603667,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$2,822,023.64","364,000"
,B3RPNP4,Dajin Heavy Industry Co Ltd,002487,<0.01%,Heavy Electrical Equipment,CN,---,"$2,820,552.00","538,200"
,6326067,Tata Teleservices Maharashtra Ltd,TTLS,<0.01%,Integrated Telecommunication Services,IN,---,"$2,818,914.24","6,966,273"
,6990718,Yutong Bus Co Ltd,600066,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$2,817,946.36","635,800"
,BGLKMM6,Bermaz Auto Bhd,BAUTO,<0.01%,Automotive Retail,MY,---,"$2,817,571.65","12,412,200"
,BD760T0,Shanghai Sinyang Semiconductor Materials Co Ltd,300236,<0.01%,Semiconductor Materials & Equipment,CN,---,"$2,815,669.78","214,433"
,BPW8KT5,Beijing E-Town Semiconductor Technology Co Ltd,688729,<0.01%,Semiconductor Materials & Equipment,CN,---,"$2,812,316.90","759,768"
,BFCCR30,Yunnan Energy New Material Group Co Ltd,002812,<0.01%,Commodity Chemicals,CN,---,"$2,810,128.55","354,600"
,BMTXPJ7,Shenzhen Intellifusion Technologies Co Ltd,688343,<0.01%,Application Software,CN,---,"$2,808,505.45","314,359"
,B193HF0,Daqin Railway Co Ltd,601006,<0.01%,Rail Transportation,CN,---,"$2,808,364.23","3,964,820"
,BMBSYM6,Jinko Solar Co Ltd,688223,<0.01%,Semiconductors,CN,---,"$2,807,027.18","4,596,164"
,BK7XTL5,4iG Nyrt,4IG,<0.01%,IT Consulting & Other Services,HU,---,"$2,806,504.17","560,082"
,B03MTG1,Hektas Ticaret TAS,HEKTS,<0.01%,Fertilizers & Agricultural Chemicals,TR,---,"$2,805,568.06","49,600,737.057"
,6803366,INESA Intelligent Tech Inc,600602,<0.01%,Internet Services & Infrastructure,CN,---,"$2,805,359.02","1,006,390"
,BYYFJR8,Hangzhou First Applied Material Co Ltd,603806,<0.01%,Semiconductor Materials & Equipment,CN,---,"$2,803,148.87","1,232,382"
,BXNPSN1,Lumosa Therapeutics Co Ltd,6535,<0.01%,Pharmaceuticals,TW,---,"$2,800,049.08","1,187,161"
,6592590,Hangzhou Silan Microelectronics Co Ltd,600460,<0.01%,Semiconductors,CN,---,"$2,799,298.73","551,700"
,6580454,Mercuries & Associates Holding Ltd,2905,<0.01%,Life & Health Insurance,TW,---,"$2,798,643.52","5,074,282"
,BP3R4Z5,Shanghai Pharmaceuticals Holding Co Ltd,601607,<0.01%,Health Care Distributors,CN,---,"$2,796,614.79","1,156,700"
,BMZ58C1,Bank of Chongqing Co Ltd,601963,<0.01%,Regional Banks,CN,---,"$2,795,851.44","1,679,017"
,6808123,Syarikat Takaful Malaysia Keluarga Bhd,STMB,<0.01%,Multi-line Insurance,MY,---,"$2,795,208.21","3,552,900"
,B03MRP6,EIS Eczacibasi Ilac ve Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS,ECILC,<0.01%,Personal Care Products,TR,---,"$2,791,039.63","1,733,202"
,BN2SCG2,Imeik Technology Development Co Ltd,300896,<0.01%,Biotechnology,CN,---,"$2,786,464.92","201,684"
,BHQPSF8,Shenzhen Senior Technology Material Co Ltd,300568,<0.01%,Commodity Chemicals,CN,---,"$2,783,733.32","1,244,928"
,BYYFJF6,Arcplus Group PLC,600629,<0.01%,Research & Consulting Services,CN,---,"$2,778,078.94","1,144,320"
,6183251,Yunnan Tin Co Ltd,000960,<0.01%,Diversified Metals & Mining,CN,---,"$2,775,429.35","517,100"
,6871664,Advancetek Enterprise Co Ltd,1442,<0.01%,Real Estate Development,TW,---,"$2,775,249.80","3,006,000"
,6510321,Infortrend Technology Inc,2495,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$2,774,529.62","2,295,000"
,BF1QN02,TOA PAINT THAILAND PCL-FOR,TOA/F,<0.01%,Commodity Chemicals,TH,---,"$2,770,497.72","5,936,534"
,6116815,Luxi Chemical Group Co Ltd,000830,<0.01%,Specialty Chemicals,CN,---,"$2,769,816.51","1,437,608"
,BFMXLL9,Red Avenue New Materials Group Co Ltd,603650,<0.01%,Commodity Chemicals,CN,---,"$2,769,542.40","295,500"
,BP3R701,Yunnan Chihong Zinc&Germanium Co Ltd,600497,<0.01%,Diversified Metals & Mining,CN,---,"$2,765,972.31","1,779,524"
,6800839,Shanghai Jinqiao Export Processing Zone Development Co Ltd,900911,<0.01%,Diversified Real Estate Activities,CN,---,"$2,765,187.65","4,085,058"
,B3FKMY3,UEM Sunrise Bhd,UEMS,<0.01%,Real Estate Development,MY,---,"$2,763,094.72","18,580,600"
,BG33JR7,Jiangsu Dingsheng New Energy Materials Co Ltd,603876,<0.01%,Aluminum,CN,---,"$2,762,178.12","827,460"
