Holdings details

FTSE Developed Markets ETF (VEA)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,B29F9S0,Laboratorios Farmaceuticos Rovi SA,ROVI,<0.01%,Pharmaceuticals,ES,---,"$11,324,356.30","161,075"
,B55W726,Mezzion Pharma Co Ltd,140410,<0.01%,Pharmaceuticals,KR,---,"$11,316,494.21","217,623"
,6347712,Fuso Chemical Co Ltd,4368,<0.01%,Specialty Chemicals,JP,---,"$11,305,452.59","608,022"
,BTWQNZ4,Tekscend Photomask Corp,429A,<0.01%,Semiconductor Materials & Equipment,JP,---,"$11,300,688.07","484,000"
,6357614,Furuno Electric Co Ltd,6814,<0.01%,Electronic Equipment & Instruments,JP,---,"$11,276,656.64","238,938"
,B56CQJ5,Bega Cheese Ltd,BGA,<0.01%,Packaged Foods & Meats,AU,---,"$11,251,013.62","2,593,784"
,BYVSXD4,FIT Hon Teng Ltd,6088,<0.01%,Electronic Components,HK,---,"$11,249,332.14","16,627,481"
,BJ04C42,Hulic Reit Inc,3295,<0.01%,Diversified REITs,JP,---,"$11,248,424.82","11,988"
,BN4GWL9,HBM Holdings Ltd,2142,<0.01%,Biotechnology,HK,---,"$11,221,578.35","6,243,000"
,B17P5V0,Catalyst Metals Ltd,CYL,<0.01%,Gold,AU,---,"$11,206,547.12","2,404,820"
,BMW2GT8,Pharma Mar SA,PHM,<0.01%,Biotechnology,ES,---,"$11,201,649.69","118,582"
,B62B9W7,Hanwha Life Insurance Co Ltd,088350,<0.01%,Life & Health Insurance,KR,---,"$11,185,681.19","2,663,506"
,4741714,Remy Cointreau SA,RCO,<0.01%,Distillers & Vintners,FR,---,"$11,172,377.98","211,117"
,B6391L3,TOMONY Holdings Inc,8600,<0.01%,Regional Banks,JP,---,"$11,168,854.75","1,596,704"
,BM94GQ4,New World Development Co Ltd,17,<0.01%,Diversified Real Estate Activities,HK,---,"$11,148,410.05","13,288,367"
,B2PWSL1,Monogatari Corp/The,3097,<0.01%,Restaurants,JP,---,"$11,132,226.23","306,362"
,BKPH801,Turpaz Industries Ltd,TRPZ,<0.01%,Specialty Chemicals,IL,---,"$11,130,412.37","586,284"
,B1HKRM0,Clariane SE,CLARI,<0.01%,Health Care Facilities,FR,---,"$11,126,661.95","2,407,867"
,4612757,OC Oerlikon Corp AG Pfaeffikon,OERL,<0.01%,Industrial Machinery & Supplies & Components,CH,---,"$11,125,928.90","1,742,925"
,5763201,Vicat SACA,VCT,<0.01%,Construction Materials,FR,---,"$11,119,005.39","148,748"
,B1577G7,Oesterreichische Post AG,POST,<0.01%,Air Freight & Logistics,AT,---,"$11,117,947.50","308,499"
,6869959,Taikisha Ltd,1979,<0.01%,Construction & Engineering,JP,---,"$11,117,364.31","452,348"
,6037734,AEON Financial Service Co Ltd,8570,<0.01%,Consumer Finance,JP,---,"$11,094,115.98","1,061,849"
,B05MTR0,Ship Healthcare Holdings Inc,3360,<0.01%,Health Care Distributors,JP,---,"$11,082,943.36","742,145"
,6293990,Electro Optic Systems Holdings Ltd,EOS,<0.01%,Aerospace & Defense,AU,---,"$11,054,455.45","1,575,634"
,BQFH9G6,D&D PharmaTech Inc,347850,<0.01%,Biotechnology,KR,---,"$11,039,493.45","281,642"
,5169218,DRAEGERWERK AG - PREF,DRW3,<0.01%,Health Care Equipment,DE,---,"$11,035,203.93","84,527"
,4350035,Forbo Holding AG,FORN,<0.01%,Building Products,CH,---,"$11,031,287.68","9,163"
,6180274,DFI Retail Group Holdings Ltd,DFI,<0.01%,Food Retail,SG,---,"$11,022,154.60","2,973,605"
,B67M8D9,Altus Group Ltd/Canada,AIF,<0.01%,Real Estate Services,CA,---,"$11,012,907.24","324,821"
,6433127,Hokuriku Electric Power Co,9505,<0.01%,Electric Utilities,JP,---,"$11,007,812.14","1,730,713"
,2387701,Allied Properties Real Estate Investment Trust,AP-U,<0.01%,Office REITs,CA,---,"$10,995,833.54","1,792,903"
,6793520,Seiren Co Ltd,3569,<0.01%,Automotive Parts & Equipment,JP,---,"$10,994,218.67","503,469"
,B15T1S3,Daiwa Securities Living Investments Corp,8986,<0.01%,Multi-Family Residential REITs,JP,---,"$10,992,543.10","18,554"
,B1GVJ73,Duskin Co Ltd,4665,<0.01%,Diversified Support Services,JP,---,"$10,977,367.78","371,594"
,BQJXXT1,Flow Traders Ltd,FLOW,<0.01%,Investment Banking & Brokerage,NL,---,"$10,975,289.24","322,959"
,6602604,Morinaga & Co Ltd/Japan,2201,<0.01%,Packaged Foods & Meats,JP,---,"$10,967,953.79","691,204"
,B51WP26,Nippon Light Metal Holdings Co Ltd,5703,<0.01%,Aluminum,JP,---,"$10,963,274.93","581,298"
,B4Y0230,Carmila SA,CARM,<0.01%,Retail REITs,FR,---,"$10,953,005.46","594,950"
,6093015,Data#3 Ltd,DTL,<0.01%,IT Consulting & Other Services,AU,---,"$10,952,597.55","1,389,765"
,6987709,One Software Technologies Ltd,ONE,<0.01%,IT Consulting & Other Services,IL,---,"$10,948,374.07","474,581"
,BMT9K01,Moonpig Group PLC,MOON,<0.01%,Other Specialty Retail,GB,---,"$10,946,396.46","2,759,047"
,BYWR8Y6,Cibus Real Estate AB publ,CIBUS,<0.01%,Real Estate Operating Companies,SE,---,"$10,930,545.45","745,945"
,6889678,Israel Corp Ltd,ILCO,<0.01%,Fertilizers & Agricultural Chemicals,IL,---,"$10,912,339.99","387,751"
,6657808,Okumura Corp,1833,<0.01%,Construction & Engineering,JP,---,"$10,904,010.91","299,677"
,6640585,Nippon Soda Co Ltd,4041,<0.01%,Diversified Chemicals,JP,---,"$10,891,807.03","435,150"
,6250412,Exedy Corp,7278,<0.01%,Automotive Parts & Equipment,JP,---,"$10,885,254.76","281,060"
,4449137,Hufvudstaden AB,HUFVA,<0.01%,Real Estate Operating Companies,SE,---,"$10,864,883.05","886,598"
,BN0TYP0,Fugro NV,FUR,<0.01%,Construction & Engineering,NL,---,"$10,859,467.56","1,044,267"
,BN7FYY0,Simplex Holdings Inc,4373,<0.01%,IT Consulting & Other Services,JP,---,"$10,840,994.12","1,388,020"
,B09MRX8,Webuild SpA,WBD,<0.01%,Construction & Engineering,IT,---,"$10,832,528.95","4,196,820"
,B0M2M63,Hana Micron Inc,067310,<0.01%,Semiconductors,KR,---,"$10,826,014.69","419,492"
,B1GF9P3,Mori Hills REIT Investment Corp,3234,<0.01%,Office REITs,JP,---,"$10,810,183.32","13,450"
,BYN5913,Domino's Pizza Group PLC,DOM,<0.01%,Restaurants,GB,---,"$10,787,143.22","3,785,173"
,BYV1JW4,DroneShield Ltd,DRO,<0.01%,Aerospace & Defense,AU,---,"$10,774,010.52","8,552,906"
,B2NT8S1,Seven Bank Ltd,8410,<0.01%,Regional Banks,JP,---,"$10,763,429.96","5,083,523"
,BLBQ285,Waypoint REIT Ltd,WPR,<0.01%,Retail REITs,AU,---,"$10,744,590.80","6,384,565"
,BTDY3B3,iFAST Corp Ltd,IFAST,<0.01%,Asset Management & Custody Banks,SG,---,"$10,729,026.03","1,537,169"
,BQ0N7G5,Brookfield Wealth Solutions Ltd,BNT,<0.01%,Life & Health Insurance,CA,---,"$10,719,763.99","259,966"
,B4JSTL6,Wynn Macau Ltd,1128,<0.01%,Casinos & Gaming,HK,---,"$10,707,664.03","14,669,516"
,6871028,Tamron Co Ltd,7740,<0.01%,Consumer Electronics,JP,---,"$10,700,685.29","1,238,528"
,6894467,Toagosei Co Ltd,4045,<0.01%,Diversified Chemicals,JP,---,"$10,695,652.61","913,996"
,BSLTT82,Guzman y Gomez Ltd,GYG,<0.01%,Restaurants,AU,---,"$10,694,880.50","528,452"
,B015YX4,Magellan Financial Group Ltd,MFG,<0.01%,Asset Management & Custody Banks,AU,---,"$10,680,237.02","1,662,528"
,B7S9G98,Playtech Plc,PTEC,<0.01%,Casinos & Gaming,GB,---,"$10,677,917.65","1,953,209"
,6986364,Yodoko Ltd,5451,<0.01%,Steel,JP,---,"$10,667,606.96","1,195,955"
,B755514,CGN Mining Co Ltd,1164,<0.01%,Coal & Consumable Fuels,HK,---,"$10,662,702.87","32,015,000"
,B02HJ56,Metals X Ltd,MLX,<0.01%,Diversified Metals & Mining,AU,---,"$10,654,764.64","7,798,384"
,B3KTPS0,Superior Plus Corp,SPB,<0.01%,Gas Utilities,CA,---,"$10,646,568.12","2,046,548"
,5260768,Sixt SE,SIX2,<0.01%,Passenger Ground Transportation,DE,---,"$10,645,821.60","125,672"
,6870768,Takuma Co Ltd,6013,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$10,639,451.52","564,839"
,BMXT8K3,Nolato AB,NOLAB,<0.01%,Industrial Conglomerates,SE,---,"$10,636,237.36","1,917,856"
,B0NN179,Tamburi Investment Partners SpA,TIP,<0.01%,Asset Management & Custody Banks,IT,---,"$10,632,234.07","931,702"
,6357012,Fukuda Denshi Co Ltd,6960,<0.01%,Health Care Equipment,JP,---,"$10,621,680.26","139,082"
,5738298,Melia Hotels International SA,MEL,<0.01%,"Hotels, Resorts & Cruise Lines",ES,---,"$10,600,833.52","912,989"
,B2492F5,CJ CheilJedang Corp,097950,<0.01%,Packaged Foods & Meats,KR,---,"$10,567,689.97","77,658"
,6858548,Sumitomo Osaka Cement Co Ltd,5232,<0.01%,Construction Materials,JP,---,"$10,550,618.25","296,862"
,6543800,NTT UD REIT Investment Corp,8956,<0.01%,Diversified REITs,JP,---,"$10,546,579.48","12,959"
,B0B9GS5,NOS SGPS SA,NOS,<0.01%,Integrated Telecommunication Services,PT,---,"$10,524,927.69","1,802,858"
,6161525,Ryman Healthcare Ltd,RYM,<0.01%,Health Care Facilities,NZ,---,"$10,518,303.59","8,461,002"
,B6R3JL7,Summerset Group Holdings Ltd,SUM,<0.01%,Health Care Facilities,NZ,---,"$10,475,843.43","2,073,087"
,BF0Q262,MIRAE ASSET SECURITIES - 2P,00680K,<0.01%,Diversified Capital Markets,KR,---,"$10,468,491.64","1,275,115"
,6895181,Toei Co Ltd,9605,<0.01%,Movies & Entertainment,JP,---,"$10,465,659.80","277,630"
,6480275,Deep Yellow Ltd,DYL,<0.01%,Coal & Consumable Fuels,AU,---,"$10,440,616.05","8,924,136"
,5806225,Colruyt Group N.V,COLR,<0.01%,Food Retail,BE,---,"$10,437,558.84","231,769"
,B0YZ0Z5,Deutsche Wohnen SE,DWNI,<0.01%,Real Estate Operating Companies,DE,---,"$10,434,057.72","513,462"
,BMC9NN2,Sawai Group Holdings Co Ltd,4887,<0.01%,Pharmaceuticals,JP,---,"$10,413,330.91","1,041,403"
,B3ZC078,Megmilk Snow Brand Co Ltd,2270,<0.01%,Packaged Foods & Meats,JP,---,"$10,407,830.78","446,194"
,BNC0LH2,Linea Directa Aseguradora SA Cia de Seguros y Reaseguros,LDA,<0.01%,Property & Casualty Insurance,ES,---,"$10,374,146.59","6,733,484"
,B84GSC7,Ingenia Communities Group,INA,<0.01%,Multi-Family Residential REITs,AU,---,"$10,373,394.96","3,962,467"
,5927353,Atoss Software SE,AOF,<0.01%,Application Software,DE,---,"$10,370,448.13","88,467"
,B622C10,Youngone Corp,111770,<0.01%,"Apparel, Accessories & Luxury Goods",KR,---,"$10,365,566.00","196,581"
,6249799,Dah Sing Financial Holdings Ltd,440,<0.01%,Diversified Banks,HK,---,"$10,361,407.47","1,789,707"
,B3K5QQ3,Cloetta AB,CLAB,<0.01%,Packaged Foods & Meats,SE,---,"$10,358,068.84","1,734,696"
,6137162,Austal Ltd,ASB,<0.01%,Aerospace & Defense,AU,---,"$10,351,186.23","3,498,102"
,BTHW926,Embracer Group AB,EMBRACB,<0.01%,Interactive Home Entertainment,SE,---,"$10,344,393.47","1,383,763"
,6497565,Kumagai Gumi Co Ltd,1861,<0.01%,Construction & Engineering,JP,---,"$10,343,787.37","1,283,200"
,BF2ZFP7,Seojin System Co Ltd,178320,<0.01%,Communications Equipment,KR,---,"$10,327,820.90","363,982"
,BL10N28,Genesis Energy Ltd,GNE,<0.01%,Electric Utilities,NZ,---,"$10,308,220.88","6,574,110"
,B682TF7,E-MART Inc,139480,<0.01%,Consumer Staples Merchandise Retail,KR,---,"$10,293,434.54","190,008"
,6729558,Mori Trust Reit Inc,8961,<0.01%,Diversified REITs,JP,---,"$10,274,594.77","22,720"
,6640529,Nihon Parkerizing Co Ltd,4095,<0.01%,Specialty Chemicals,JP,---,"$10,272,332.03","936,926"
,5256068,Bank Handlowy w Warszawie SA,BHW,<0.01%,Diversified Banks,PL,---,"$10,267,512.83","323,777"
,BDVLJ38,Bilia AB,BILIA,<0.01%,Automotive Retail,SE,---,"$10,258,978.28","671,601"
,BMFR0X2,Meshek Energy Renewable Energies Ltd,MSKE,<0.01%,Renewable Electricity,IL,---,"$10,258,843.33","2,940,082"
,5119901,Duerr AG,DUE,<0.01%,Industrial Machinery & Supplies & Components,DE,---,"$10,256,207.68","479,397"
,BKGHM19,Umios Corp,1333,<0.01%,Packaged Foods & Meats,JP,---,"$10,242,996.84","1,264,064"
,B4P8HQ1,MGM China Holdings Ltd,2282,<0.01%,Casinos & Gaming,HK,---,"$10,231,224.99","7,994,009"
,BWV03W5,ARB Corp Ltd,ARB,<0.01%,Automotive Parts & Equipment,AU,---,"$10,224,164.05","744,035"
,BLD1SB3,Champion Iron Ltd,CIA,<0.01%,Steel,AU,---,"$10,215,618.77","4,074,712"
,B0LNTF5,Daiwa Office Investment Corp,8976,<0.01%,Office REITs,JP,---,"$10,210,127.48","5,110"
,BNDRF25,Dottikon Es Holding AG,DESN,<0.01%,Pharmaceuticals,CH,---,"$10,185,719.17","30,170"
,BP6S8Z3,Oxford Nanopore Technologies PLC,ONT,<0.01%,Life Sciences Tools & Services,GB,---,"$10,174,523.79","4,279,741"
,B3FD1T0,YAMABIKO Corp,6250,<0.01%,Agricultural & Farm Machinery,JP,---,"$10,159,414.64","369,554"
,6928560,VTech Holdings Ltd,303,<0.01%,Communications Equipment,HK,---,"$10,130,524.92","1,552,519"
,BNHRG73,FUCHS SE,FPE,<0.01%,Commodity Chemicals,DE,---,"$10,117,328.34","253,082"
,B39Q399,Koh Young Technology Inc,098460,<0.01%,Semiconductor Materials & Equipment,KR,---,"$10,104,972.34","488,572"
,6638115,NongShim Co Ltd,004370,<0.01%,Packaged Foods & Meats,KR,---,"$10,100,821.35","31,196"
,6482903,Kanamoto Co Ltd,9678,<0.01%,Trading Companies & Distributors,JP,---,"$10,091,020.08","292,437"
,BN791J6,AFRY AB,AFRY,<0.01%,Research & Consulting Services,SE,---,"$10,088,601.26","941,036"
,6657842,Okamura Corp,7994,<0.01%,Office Services & Supplies,JP,---,"$10,064,024.88","673,339"
,6249120,Ain Holdings Inc,9627,<0.01%,Drug Retail,JP,---,"$10,048,292.62","261,265"
,6894025,Tokai Rika Co Ltd,6995,<0.01%,Automotive Parts & Equipment,JP,---,"$10,044,184.73","506,941"
,B04KLG8,Service Stream Ltd,SSM,<0.01%,Construction & Engineering,AU,---,"$10,029,926.68","5,785,332"
,6900104,Artience Co Ltd,4634,<0.01%,Specialty Chemicals,JP,---,"$10,025,613.28","311,915"
,BF2CVV6,MIPS AB,MIPS,<0.01%,Leisure Products,SE,---,"$10,024,382.52","257,298"
,BMXDJH9,ISU Specialty Chemical,457190,<0.01%,Specialty Chemicals,KR,---,"$10,021,984.85","197,025"
,4409205,Fielmann Group AG,FIE,<0.01%,Other Specialty Retail,DE,---,"$9,996,652.97","221,041"
,6147428,Okinawa Cellular Telephone Co,9436,<0.01%,Wireless Telecommunication Services,JP,---,"$9,981,057.86","383,726"
,BV0W0M4,Roko AB,ROKOB,<0.01%,Asset Management & Custody Banks,SE,---,"$9,971,678.28","50,644"
,6263164,Daiseki Co Ltd,9793,<0.01%,Environmental & Facilities Services,JP,---,"$9,950,885.84","419,539"
,BYPC6V1,Superloop Ltd,SLC,<0.01%,Alternative Carriers,AU,---,"$9,935,913.86","4,822,638"
,6440332,Hotel Shilla Co Ltd,008770,<0.01%,Other Specialty Retail,KR,---,"$9,928,814.88","308,656"
,B1WP656,D/S Norden A/S,DNORD,<0.01%,Marine Transportation,DK,---,"$9,924,700.19","177,555"
,6841913,Starts Corp Inc,8850,<0.01%,Diversified Real Estate Activities,JP,---,"$9,920,554.54","335,637"
,BNB5WS6,SmartGroup Corp Ltd,SIQ,<0.01%,Human Resource & Employment Services,AU,---,"$9,916,061.40","1,299,088"
,6497651,Kurabo Industries Ltd,3106,<0.01%,Industrial Conglomerates,JP,---,"$9,912,468.65","139,238"
,BD0M3Q3,ST Pharm Co Ltd,237690,<0.01%,Pharmaceuticals,KR,---,"$9,896,498.84","128,613"
,B24FX49,Pan Ocean Co Ltd,028670,<0.01%,Marine Transportation,KR,---,"$9,876,049.08","2,389,707"
,6208239,Naturecell Co Ltd,007390,<0.01%,Biotechnology,KR,---,"$9,873,501.70","519,297"
,6640983,Nishimatsu Construction Co Ltd,1820,<0.01%,Construction & Engineering,JP,---,"$9,856,915.16","283,298"
,BZ1G175,Hugel Inc,145020,<0.01%,Biotechnology,KR,---,"$9,856,782.03","53,572"
,6093275,Precinct Properties Group,PCT,<0.01%,Office REITs,NZ,---,"$9,856,026.94","16,499,271"
,5399684,Kitron ASA,KIT,<0.01%,Electronic Manufacturing Services,NO,---,"$9,850,410.66","999,778"
,BNVQGB0,Develop Global Ltd,DVP,<0.01%,Diversified Metals & Mining,AU,---,"$9,833,167.20","2,541,590"
,B1Y47Y7,Gerresheimer AG,GXI,<0.01%,Life Sciences Tools & Services,DE,---,"$9,814,331.77","301,585"
,B1B0V35,DCM Holdings Co Ltd,3050,<0.01%,Home Improvement Retail,JP,---,"$9,783,487.42","981,839"
,BVDJZ16,ESR-REIT,EREIT,<0.01%,Industrial REITs,SG,---,"$9,760,737.52","5,417,605"
,BNKT5J1,Intershop Holding AG,ISN,<0.01%,Real Estate Operating Companies,CH,---,"$9,757,497.24","49,443"
,B56ZM74,Hutchison Port Holdings Trust,HPHT,<0.01%,Marine Ports & Services,SG,---,"$9,749,315.19","47,565,524"
,BMWC784,Betsson AB,BETSB,<0.01%,Casinos & Gaming,SE,---,"$9,745,998.47","1,011,652"
,6993784,Yonex Co Ltd,7906,<0.01%,Leisure Products,JP,---,"$9,741,109.52","561,159"
,BF20GN7,MPC Container Ships ASA,MPCC,<0.01%,Marine Transportation,NO,---,"$9,703,639.07","3,398,178"
,B3BDFS1,Poongsan Corp,103140,<0.01%,Diversified Metals & Mining,KR,---,"$9,686,000.73","162,317"
,6541741,Fox Wizel Ltd,FOX,<0.01%,Apparel Retail,IL,---,"$9,679,393.65","88,309"
,6774655,Sangetsu Corp,8130,<0.01%,Home Furnishings,JP,---,"$9,658,693.47","479,541"
,B01TB35,SKAN Group AG,SKAN,<0.01%,Life Sciences Tools & Services,CH,---,"$9,649,156.65","120,824"
,BRJQJX3,SHIFT Inc,3697,<0.01%,IT Consulting & Other Services,JP,---,"$9,623,736.06","1,606,590"
,B2PLYM1,SMS Co Ltd,2175,<0.01%,Human Resource & Employment Services,JP,---,"$9,618,380.00","614,389"
,BKDTK92,Trainline PLC,TRN,<0.01%,"Hotels, Resorts & Cruise Lines",GB,---,"$9,615,994.41","3,616,927"
,B194YN0,Bic Camera Inc,3048,<0.01%,Computer & Electronics Retail,JP,---,"$9,601,192.86","861,759"
,6721930,Arcs Co Ltd,9948,<0.01%,Food Retail,JP,---,"$9,571,813.42","408,568"
,6527031,VSTECS Holdings Ltd,856,<0.01%,Technology Distributors,HK,---,"$9,559,375.64","7,596,750"
,4457088,Derichebourg SA,DBG,<0.01%,Environmental & Facilities Services,FR,---,"$9,556,664.70","892,049"
,B3CR162,Rami Levy Chain Stores Hashikma Marketing 2006 Ltd,RMLI,<0.01%,Food Retail,IL,---,"$9,545,277.60","81,366"
,BP5HL07,Helia Group Ltd,HLI,<0.01%,Commercial & Residential Mortgage Finance,AU,---,"$9,545,233.08","2,646,136"
,B6R1245,TechWing Inc,089030,<0.01%,Semiconductor Materials & Equipment,KR,---,"$9,534,017.70","264,741"
,B18RC03,Infomart Corp,2492,<0.01%,Data Processing & Outsourced Services,JP,---,"$9,533,770.68","2,357,012"
,B82YXW8,Vesuvius PLC,VSVS,<0.01%,Industrial Machinery & Supplies & Components,GB,---,"$9,513,047.32","1,816,325"
,6714974,Tocalo Co Ltd,3433,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$9,512,092.98","551,803"
,4554406,ICADE,ICAD,<0.01%,Diversified REITs,FR,---,"$9,503,993.93","450,605"
,6721004,Raito Kogyo Co Ltd,1926,<0.01%,Construction & Engineering,JP,---,"$9,502,983.38","396,905"
,B14SKR3,CMC Markets PLC,CMCX,<0.01%,Investment Banking & Brokerage,GB,---,"$9,493,546.24","970,280"
,6219297,Dongjin Semichem Co Ltd,005290,<0.01%,Specialty Chemicals,KR,---,"$9,488,805.26","306,512"
,BXDZ9V6,Svenska Handelsbanken AB,SHBB,<0.01%,Diversified Banks,SE,---,"$9,485,955.45","391,516"
,6800602,Sharp Corp/Japan,6753,<0.01%,Consumer Electronics,JP,---,"$9,479,190.89","2,288,894"
,BBQ2ZC3,Nextage Co Ltd,3186,<0.01%,Automotive Retail,JP,---,"$9,470,776.28","448,883"
,B8KB138,Westshore Terminals Investment Corp,WTE,<0.01%,Marine Ports & Services,CA,---,"$9,455,489.92","317,693"
,BPDXXB2,FireFly Metals Ltd,FFM,<0.01%,Copper,AU,---,"$9,453,407.52","7,262,499"
,6093231,Cheil Worldwide Inc,030000,<0.01%,Advertising,KR,---,"$9,436,918.02","673,213"
,B8B8PJ2,Nippon Paper Industries Co Ltd,3863,<0.01%,Paper Products,JP,---,"$9,436,474.29","1,066,647"
,6492731,Kingsgate Consolidated Ltd,KCN,<0.01%,Gold,AU,---,"$9,429,805.81","2,371,145"
,BD96BJ5,Vitec Software Group AB,VITB,<0.01%,Application Software,SE,---,"$9,409,468.61","326,226"
,6011653,Akita Bank Ltd/The,8343,<0.01%,Regional Banks,JP,---,"$9,406,347.95","168,325"
,5468324,Ebro Foods SA,EBRO,<0.01%,Packaged Foods & Meats,ES,---,"$9,398,328.54","442,652"
,6102331,GrainCorp Ltd,GNC,<0.01%,Agricultural Products & Services,AU,---,"$9,372,007.48","2,117,826"
,6638546,Nichicon Corp,6996,<0.01%,Electronic Components,JP,---,"$9,364,538.29","547,115"
,5695423,Elmos Semiconductor SE,ELG,<0.01%,Semiconductors,DE,---,"$9,335,077.73","61,366"
,0929224,Victrex PLC,VCT,<0.01%,Specialty Chemicals,GB,---,"$9,334,666.93","822,980"
,B53P200,Jupiter Fund Management PLC,JUP,<0.01%,Asset Management & Custody Banks,GB,---,"$9,333,270.36","4,080,870"
,BFSRSC5,CT Real Estate Investment Trust,CRT-U,<0.01%,Retail REITs,CA,---,"$9,318,344.70","749,116"
,B66CTX7,Misto Holdings Corp,081660,<0.01%,"Apparel, Accessories & Luxury Goods",KR,---,"$9,313,183.19","304,697"
,6485009,KYB Corp,7242,<0.01%,Automotive Parts & Equipment,JP,---,"$9,306,942.46","312,632"
,B0Z7M21,Airport City Ltd,ARPT,<0.01%,Diversified Real Estate Activities,IL,---,"$9,285,398.28","515,157"
,B1FP6H5,Mitchells & Butlers PLC,MAB,<0.01%,Restaurants,GB,---,"$9,277,428.59","2,448,847"
,BZ12WQ9,Sparebank 1 Oestlandet,SPOL,<0.01%,Diversified Banks,NO,---,"$9,272,703.42","434,762"
,B682WX6,Wilh Wilhelmsen Holding ASA,WWI,<0.01%,Marine Transportation,NO,---,"$9,268,832.83","106,022"
,BG0T3J8,Elkem ASA,ELK,<0.01%,Specialty Chemicals,NO,---,"$9,264,183.01","2,635,815"
,B1HP071,Lindab International AB,LIAB,<0.01%,Building Products,SE,---,"$9,264,109.54","679,945"
,B00FX50,Basilea Pharmaceutica Ag Allschwil,BSLN,<0.01%,Biotechnology,CH,---,"$9,254,340.60","117,882"
,6255699,DTS Corp,9682,<0.01%,IT Consulting & Other Services,JP,---,"$9,253,008.89","1,289,208"
,BYY5978,Siltronic AG,WAF,<0.01%,Semiconductor Materials & Equipment,DE,---,"$9,251,415.14","100,963"
,B15T1R2,Japan Excellent Inc,8987,<0.01%,Office REITs,JP,---,"$9,236,715.92","10,718"
,6644060,Nippon Television Holdings Inc,9404,<0.01%,Broadcasting,JP,---,"$9,233,486.71","486,000"
,BKPN4N4,Soulbrain Co Ltd,357780,<0.01%,Specialty Chemicals,KR,---,"$9,222,025.45","37,001"
,6687203,Tokyu REIT Inc,8957,<0.01%,Office REITs,JP,---,"$9,196,745.98","7,948"
,BZBWTJ1,Hornbach Holding AG & Co KGaA,HBH,<0.01%,Home Improvement Retail,DE,---,"$9,191,281.19","95,729"
,BD95QN1,BGF retail Co Ltd,282330,<0.01%,Food Retail,KR,---,"$9,190,987.59","85,170"
,6869722,Tadano Ltd,6395,<0.01%,Construction Machinery & Heavy Transportation Equipment,JP,---,"$9,188,331.60","1,063,567"
,6520966,LG ELECTRONICS-PREF,066575,<0.01%,Consumer Electronics,KR,---,"$9,150,788.35","167,297"
,6015815,WebBeds Group Ltd,WEB,<0.01%,"Hotels, Resorts & Cruise Lines",AU,---,"$9,132,906.79","3,375,877"
,5481202,Mersen SA,MRN,<0.01%,Electrical Components & Equipment,FR,---,"$9,116,585.60","206,618"
,BF46Y06,Mitsubishi Estate Logistics REIT Investment Corp,3481,<0.01%,Industrial REITs,JP,---,"$9,102,021.43","12,844"
,B00D9P6,Proximus SADP,PROX,<0.01%,Integrated Telecommunication Services,BE,---,"$9,095,039.48","1,233,969"
,6641049,Nisshin Oillio Group Ltd/The,2602,<0.01%,Packaged Foods & Meats,JP,---,"$9,081,031.75","708,019"
,6457008,Iino Kaiun Kaisha Ltd,9119,<0.01%,Marine Transportation,JP,---,"$9,077,405.44","819,979"
,BVSYC71,Yangzijiang Maritime Development Ltd,8YZ,<0.01%,Marine Transportation,SG,---,"$9,062,077.57","19,709,000"
,BKY8LF1,Pet Valu Holdings Ltd,PET,<0.01%,Other Specialty Retail,CA,---,"$9,057,195.05","673,796"
,BJYLTQ0,Medacta Group SA,MOVE,<0.01%,Health Care Equipment,CH,---,"$9,053,870.75","57,994"
,6541945,SPG Co Ltd,058610,<0.01%,Electrical Components & Equipment,KR,---,"$9,046,821.99","133,257"
,BZ2JBQ2,Grenergy Renovables SA,GRE,<0.01%,Renewable Electricity,ES,---,"$9,037,436.69","87,800"
,B1Z6560,Stella International Holdings Ltd,1836,<0.01%,Footwear,HK,---,"$9,032,475.89","5,716,948"
,6060310,Aura Investments Ltd,AURA,<0.01%,Real Estate Development,IL,---,"$8,963,153.30","1,497,966"
,6480929,As One Corp,7476,<0.01%,Health Care Distributors,JP,---,"$8,959,810.33","566,806"
,6455789,Ito En Ltd,2593,<0.01%,Soft Drinks & Non-alcoholic Beverages,JP,---,"$8,941,218.73","471,512"
,4899572,Robertet SA,RBT,<0.01%,Specialty Chemicals,FR,---,"$8,938,931.61","9,518"
,BRJ9MM2,Schott Pharma AG & Co KGaA,1SXP,<0.01%,Life Sciences Tools & Services,DE,---,"$8,937,362.04","333,577"
,BP4JH17,Johnson Electric Holdings Ltd,179,<0.01%,Automotive Parts & Equipment,HK,---,"$8,934,143.65","3,575,627"
,BG0SQC9,Sensirion Holding AG,SENS,<0.01%,Electronic Equipment & Instruments,CH,---,"$8,931,308.21","89,107"
,6742629,Israel Canada T.R Ltd,ISCN,<0.01%,Real Estate Operating Companies,IL,---,"$8,918,227.02","1,858,952"
,BN5SBF1,Ashtrom Group Ltd,ASHG,<0.01%,Construction & Engineering,IL,---,"$8,917,827.33","475,388"
