Holdings details

FTSE Developed Markets ETF (VEA)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6200882,Transurban Group,TCL,0.09%,Highways & Railtracks,AU,---,"$312,285,262.11","30,514,872"
,6900580,Toyota Tsusho Corp,8015,0.09%,Trading Companies & Distributors,JP,---,"$312,073,599.71","6,723,639"
,7437805,Swiss Life Holding AG,SLHN,0.09%,Life & Health Insurance,CH,---,"$309,912,956.26","273,192"
,BD0Q398,Koninklijke Ahold Delhaize NV,AD,0.09%,Food Retail,NL,---,"$309,402,478.42","8,695,430"
,6456102,Ibiden Co Ltd,4062,0.09%,Electronic Components,JP,---,"$308,053,247.88","2,438,966"
,6270948,Disco Corp,6146,0.09%,Semiconductor Materials & Equipment,JP,---,"$307,790,215.05","857,369"
,BYPBS67,ArcelorMittal SA,MT,0.09%,Steel,NL,---,"$307,769,731.33","4,130,308"
,6010906,Ajinomoto Co Inc,2802,0.09%,Packaged Foods & Meats,JP,---,"$307,639,842.41","9,151,002"
,5980613,Givaudan SA,GIVN,0.09%,Specialty Chemicals,CH,---,"$304,486,582.57","75,091"
,7133608,Equinor ASA,EQNR,0.09%,Integrated Oil & Gas,NO,---,"$302,432,469.86","7,051,265"
,B90LKT4,Commerzbank AG,CBK,0.09%,Diversified Banks,DE,---,"$295,138,691.92","6,343,451"
,5596991,UCB SA,UCB,0.09%,Pharmaceuticals,BE,---,"$293,967,697.79","1,174,348"
,BPQY8M8,Aviva PLC,AV/,0.09%,Multi-line Insurance,GB,---,"$288,790,766.33","29,463,702"
,6641373,NTT Inc,9432,0.09%,Integrated Telecommunication Services,JP,---,"$287,057,112.30","266,225,875"
,6643108,Nomura Holdings Inc,8604,0.09%,Investment Banking & Brokerage,JP,---,"$286,956,527.90","28,183,624"
,B3MSM28,Amadeus IT Group SA,AMS,0.09%,"Hotels, Resorts & Cruise Lines",ES,---,"$286,655,768.77","4,230,171"
,BH4HKS3,Vodafone Group PLC,VOD,0.09%,Wireless Telecommunication Services,GB,---,"$285,805,572.91","178,315,166"
,4031976,adidas AG,ADS,0.09%,"Apparel, Accessories & Luxury Goods",DE,---,"$285,449,717.87","1,629,770"
,BW5TBS0,Sunbelt Rentals Holdings Inc,SUNB,0.09%,Trading Companies & Distributors,GB,---,"$285,378,418.12","4,015,837"
,6218089,Lenovo Group Ltd,992,0.09%,"Technology Hardware, Storage & Peripherals",HK,---,"$284,620,947.33","74,288,312"
,BYQP136,ABN AMRO BANK NV-CVA,ABN,0.09%,Diversified Banks,NL,Dutch Cert,"$283,990,322.17","5,856,656"
,6499260,Kyocera Corp,6971,0.08%,Electronic Components,JP,---,"$279,121,330.46","12,268,812"
,B4PT2P8,Pembina Pipeline Corp,PPL,0.08%,Oil & Gas Storage & Transportation,CA,---,"$277,860,613.96","5,700,132"
,2347200,Fortis Inc/Canada,FTS,0.08%,Electric Utilities,CA,---,"$275,426,912.92","4,984,044"
,6431897,Sumitomo Mitsui Trust Group Inc,8309,0.08%,Diversified Banks,JP,---,"$273,624,321.64","24,717,040"
,BNG7113,DNB Bank ASA,DNB,0.08%,Diversified Banks,NO,---,"$272,784,949.83","8,009,652"
,6132101,Bridgestone Corp,5108,0.08%,Tires & Rubber,JP,---,"$271,917,875.44","10,525,560"
,6196408,Chugai Pharmaceutical Co Ltd,4519,0.08%,Pharmaceuticals,JP,---,"$271,877,406.92","6,281,152"
,BLDBN52,Atlas Copco AB,ATCOB,0.08%,Industrial Machinery & Supplies & Components,SE,---,"$271,315,569.38","14,600,466"
,5959378,Telefonaktiebolaget LM Ericsson,ERICB,0.08%,Communications Equipment,SE,---,"$270,743,920.62","26,732,651"
,BYMD5K9,Banco BPM SpA,BAMI,0.08%,Diversified Banks,IT,---,"$269,110,856.76","14,415,434"
,4380429,Publicis Groupe SA,PUB,0.08%,Advertising,FR,---,"$267,285,999.03","2,278,536"
,BYZNDP7,Engie SA,---,0.08%,Multi-Utilities,FR,---,"$267,125,474.28","9,351,168"
,BMXX645,Sampo Oyj,SAMPO,0.08%,Property & Casualty Insurance,FI,---,"$266,625,047.29","23,659,053"
,BF0L353,AIB Group PLC,AIBG,0.08%,Diversified Banks,IE,---,"$264,311,804.98","20,772,869"
,BP6VLQ4,Daimler Truck Holding AG,DTG,0.08%,Construction Machinery & Heavy Transportation Equipment,DE,---,"$263,688,786.03","4,869,327"
,BTF8CF0,Restaurant Brands International Inc,QSR,0.08%,Restaurants,CA,---,"$261,662,386.38","3,356,947"
,6985383,Astellas Pharma Inc,4503,0.08%,Pharmaceuticals,JP,---,"$260,356,089.50","17,560,538"
,6294670,Doosan Enerbility Co Ltd,034020,0.08%,Heavy Electrical Equipment,KR,---,"$260,172,360.63","4,343,159"
,BRS7CF0,Ferrovial NV,FER,0.08%,Construction & Engineering,ES,---,"$259,570,150.71","4,437,776"
,BK93RS6,Banca Monte dei Paschi di Siena SpA,BMPS,0.08%,Diversified Banks,IT,---,"$258,215,248.17","19,215,502"
,B02PY11,Singapore Telecommunications Ltd,ST,0.08%,Integrated Telecommunication Services,SG,---,"$258,007,805.22","72,356,193"
,B03NGS5,Powszechna Kasa Oszczednosci Bank Polski SA,PKO,0.08%,Diversified Banks,PL,---,"$257,222,278.32","8,412,154"
,B0RNRF5,Hana Financial Group Inc,086790,0.08%,Diversified Banks,KR,---,"$255,872,851.87","2,575,350"
,6772671,Hanwha Aerospace Co Ltd,012450,0.08%,Aerospace & Defense,KR,---,"$255,479,364.23","318,202"
,BPBPJ01,Cie Generale des Etablissements Michelin SCA,ML,0.08%,Tires & Rubber,FR,---,"$253,217,328.31","6,240,267"
,6596729,Mitsubishi Estate Co Ltd,8802,0.08%,Diversified Real Estate Activities,JP,---,"$251,900,512.39","10,701,216"
,B0FS5D6,Seven & i Holdings Co Ltd,3382,0.08%,Food Retail,JP,---,"$249,947,663.61","19,746,254"
,0454492,Imperial Brands PLC,IMB,0.08%,Tobacco,GB,---,"$249,867,276.46","7,313,108"
,BYT8143,Japan Post Holdings Co Ltd,6178,0.08%,Life & Health Insurance,JP,---,"$249,744,511.86","16,138,730"
,4162791,Thales SA,HO,0.08%,Aerospace & Defense,FR,---,"$249,730,879.79","880,495"
,4116099,BPER Banca SPA,BPE,0.07%,Diversified Banks,IT,---,"$246,029,276.49","14,865,799"
,B798FW0,Novonesis Novozymes B,NSISB,0.07%,Specialty Chemicals,DK,---,"$244,473,408.56","3,402,917"
,6356525,FUJIFILM Holdings Corp,4901,0.07%,"Technology Hardware, Storage & Peripherals",JP,---,"$244,169,393.76","11,574,246"
,6771645,Samsung SDI Co Ltd,006400,0.07%,Electronic Components,KR,---,"$241,662,324.68","575,798"
,6865504,Suzuki Motor Corp,7269,0.07%,Automobile Manufacturers,JP,---,"$241,600,643.38","17,451,236"
,B0190C7,Techtronic Industries Co Ltd,669,0.07%,Industrial Machinery & Supplies & Components,HK,---,"$240,222,085.15","13,967,712"
,6597603,Mitsui Fudosan Co Ltd,8801,0.07%,Diversified Real Estate Activities,JP,---,"$237,895,051.15","25,149,495"
,6172323,Canon Inc,7751,0.07%,"Technology Hardware, Storage & Peripherals",JP,---,"$237,431,790.69","8,140,247"
,B0DJNG0,Leonardo SpA,LDO,0.07%,Aerospace & Defense,IT,---,"$237,108,154.39","3,946,685"
,5120679,Heidelberg Materials AG,HEI,0.07%,Construction Materials,DE,---,"$236,199,121.15","1,239,210"
,6536112,BOC Hong Kong Holdings Ltd,2388,0.07%,Diversified Banks,HK,---,"$236,175,543.38","35,210,939"
,5810066,ORLEN SA,PKN,0.07%,Oil & Gas Refining & Marketing,PL,---,"$235,986,803.59","5,707,263"
,6763965,SMC Corp,6273,0.07%,Industrial Machinery & Supplies & Components,JP,---,"$234,693,224.14","535,412"
,2521800,Loblaw Cos Ltd,L,0.07%,Food Retail,CA,---,"$234,431,409.16","5,358,018"
,BW9P816,CK Hutchison Holdings Ltd,1,0.07%,Industrial Conglomerates,HK,---,"$233,364,674.52","26,135,014"
,6715740,QBE Insurance Group Ltd,QBE,0.07%,Property & Casualty Insurance,AU,---,"$232,921,360.32","14,648,080"
,BNG8PQ9,NN Group NV,NN,0.07%,Life & Health Insurance,NL,---,"$232,658,772.50","2,573,425"
,3208986,Next PLC,NXT,0.07%,Broadline Retail,GB,---,"$231,968,963.33","1,109,288"
,6560393,NAVER Corp,035420,0.07%,Interactive Media & Services,KR,---,"$231,926,666.14","1,467,278"
,4031879,Veolia Environnement SA,VIE,0.07%,Multi-Utilities,FR,---,"$231,414,550.27","6,121,842"
,6253983,Aristocrat Leisure Ltd,ALL,0.07%,Casinos & Gaming,AU,---,"$229,700,152.97","5,282,841"
,5756029,Bayerische Motoren Werke AG,BMW,0.07%,Automobile Manufacturers,DE,---,"$229,131,861.62","3,193,690"
,6717456,Northern Star Resources Ltd,NST,0.07%,Gold,AU,---,"$228,723,366.32","13,529,235"
,6298542,East Japan Railway Co,9020,0.07%,Rail Transportation,JP,---,"$228,446,551.05","10,242,221"
,6320605,Tower Semiconductor Ltd,TSEM,0.07%,Semiconductors,IL,---,"$227,853,575.47","1,107,304"
,B1WGG93,Geberit AG,GEBN,0.07%,Building Products,CH,---,"$226,769,086.00","321,872"
,BYWR0T5,Coles Group Ltd,COL,0.07%,Food Retail,AU,---,"$225,540,769.73","13,104,111"
,6885074,Terumo Corp,4543,0.07%,Health Care Equipment,JP,---,"$222,240,327.85","14,102,372"
,BHJYC05,InterContinental Hotels Group PLC,IHG,0.07%,"Hotels, Resorts & Cruise Lines",GB,---,"$222,056,639.84","1,383,733"
,2347608,First Quantum Minerals Ltd,FM,0.07%,Copper,CA,---,"$221,729,840.47","6,666,084"
,7792559,Heineken NV,HEIA,0.07%,Brewers,NL,---,"$220,818,874.18","2,615,506"
,BVBMCR2,Amrize Ltd,AMRZ,0.07%,Construction Materials,CH,---,"$220,545,705.14","5,031,477"
,6490928,Kia Corp,000270,0.07%,Automobile Manufacturers,KR,---,"$220,158,923.76","2,308,026"
,B09DHL9,MTU Aero Engines AG,MTX,0.07%,Aerospace & Defense,DE,---,"$215,639,775.64","528,857"
,BNZFHC1,Hexagon AB,HEXAB,0.07%,Electronic Equipment & Instruments,SE,---,"$214,834,391.29","20,619,331"
,BXDZ9Q1,Svenska Handelsbanken AB,SHBA,0.06%,Diversified Banks,SE,---,"$213,188,850.16","13,833,720"
,0560399,Legal & General Group PLC,LGEN,0.06%,Life & Health Insurance,GB,---,"$212,880,653.22","54,257,516"
,B627LW9,ENEOS Holdings Inc,5020,0.06%,Oil & Gas Refining & Marketing,JP,---,"$212,068,884.64","25,434,224"
,BT7JGG0,Fresenius SE & Co KGaA,FRE,0.06%,Health Care Facilities,DE,---,"$211,414,088.02","4,037,985"
,BSXN8K7,Samsung C&T Corp,028260,0.06%,Industrial Conglomerates,KR,---,"$211,404,473.88","776,953"
,B3X0F91,Evolution Mining Ltd,EVN,0.06%,Gold,AU,---,"$210,541,806.29","19,766,697"
,2669272,Pan American Silver Corp,PAAS,0.06%,Gold,CA,---,"$210,239,431.80","4,048,650"
,B01FLQ6,ACS Actividades de Construccion y Servicios SA,ACS,0.06%,Construction & Engineering,ES,---,"$210,175,423.77","1,776,325"
,BDCPN04,Coca-Cola Europacific Partners PLC,CCEP,0.06%,Soft Drinks & Non-alcoholic Beverages,GB,---,"$210,067,870.28","1,957,491"
,BTMKJR0,Aena SME SA,AENA,0.06%,Airport Services,ES,---,"$208,182,573.90","6,791,732"
,5986622,Koninklijke Philips NV,PHIA,0.06%,Health Care Equipment,NL,---,"$207,982,460.88","7,811,153"
,B10RB15,Inpex Corp,1605,0.06%,Oil & Gas Exploration & Production,JP,---,"$206,760,794.14","8,366,963"
,BD1RP61,Bank of Ireland Group PLC,BIRG,0.06%,Diversified Banks,IE,---,"$205,666,087.81","9,321,756"
,6642569,Nippon Steel Corp,5401,0.06%,Steel,JP,---,"$205,092,378.92","48,917,805"
,6480048,Aeon Co Ltd,8267,0.06%,Consumer Staples Merchandise Retail,JP,---,"$204,704,092.32","24,099,582"
,4741844,Merck KGaA,MRK,0.06%,Pharmaceuticals,DE,---,"$204,186,474.85","1,268,545"
,6183552,Central Japan Railway Co,9022,0.06%,Rail Transportation,JP,---,"$203,343,853.91","8,202,630"
,5505072,Kering SA,KER,0.06%,"Apparel, Accessories & Luxury Goods",FR,---,"$202,564,140.46","687,421"
,6640381,Denso Corp,6902,0.06%,Automotive Parts & Equipment,JP,---,"$202,124,620.26","16,836,660"
,BPCPSD6,DSM-Firmenich AG,DSFIR,0.06%,Specialty Chemicals,NL,---,"$201,119,045.67","1,810,820"
,BPXZH27,Saab AB,SAABB,0.06%,Aerospace & Defense,SE,---,"$200,343,324.20","3,031,654"
,B0JDQD4,Bandai Namco Holdings Inc,7832,0.06%,Leisure Products,JP,---,"$199,632,126.82","5,573,746"
,6648891,Oriental Land Co Ltd/Japan,4661,0.06%,Leisure Facilities,JP,---,"$198,498,530.59","10,487,190"
,BK6QWF0,Helvetia Baloise Holding AG,HBAN,0.06%,Multi-line Insurance,CH,---,"$198,362,302.38","748,919"
,6483809,Kao Corp,4452,0.06%,Personal Care Products,JP,---,"$197,820,331.73","8,688,786"
,BYZWMR9,VAT Group AG,VACN,0.06%,Industrial Machinery & Supplies & Components,CH,---,"$196,215,509.31","264,198"
,6086253,Fortescue Ltd,FMG,0.06%,Steel,AU,---,"$196,075,854.26","15,489,769"
,B0C5YV1,Celltrion Inc,068270,0.06%,Biotechnology,KR,---,"$194,593,825.13","1,408,382"
,4595739,Genmab A/S,GMAB,0.06%,Biotechnology,DK,---,"$192,981,491.00","583,960"
,5533976,Swisscom AG,SCMN,0.06%,Integrated Telecommunication Services,CH,---,"$192,896,897.10","249,226"
,B1X8QN2,Banco de Sabadell SA,SAB,0.06%,Diversified Banks,ES,---,"$192,793,673.55","45,799,453"
,7262610,Credit Agricole SA,ACA,0.06%,Diversified Banks,FR,---,"$190,930,333.57","8,883,999"
,BPCPYH2,Brookfield Asset Management Ltd,BAM,0.06%,Asset Management & Custody Banks,CA,---,"$190,863,942.16","3,706,949"
,6308913,Elbit Systems Ltd,ESLT,0.06%,Aerospace & Defense,IL,---,"$189,493,942.58","269,352"
,B119QG0,Partners Group Holding AG,PGHN,0.06%,Asset Management & Custody Banks,CH,---,"$189,063,732.65","208,780"
,4163437,Capgemini SE,CAP,0.06%,IT Consulting & Other Services,FR,---,"$188,917,622.81","1,518,735"
,B09M9D2,Kone Oyj,KNEBV,0.06%,Industrial Machinery & Supplies & Components,FI,---,"$188,757,609.64","3,086,026"
,BMBQHZ4,SGS SA,SGSN,0.06%,Research & Consulting Services,CH,---,"$186,419,817.10","1,626,459"
,B4R2R50,Julius Baer Group Ltd,BAER,0.06%,Asset Management & Custody Banks,CH,---,"$186,189,949.35","2,005,155"
,6776703,Santos Ltd,STO,0.06%,Oil & Gas Exploration & Production,AU,---,"$185,615,791.55","31,827,557"
,6449544,Hyundai Mobis Co Ltd,012330,0.06%,Automotive Parts & Equipment,KR,---,"$185,503,005.45","562,004"
,5671519,Wolters Kluwer NV,WKL,0.06%,Research & Consulting Services,NL,---,"$185,491,579.46","2,254,781"
,B0C2CQ3,Engie SA,ENGI,0.06%,Multi-Utilities,FR,---,"$184,627,748.99","6,463,199"
,B1FJ0C0,Brambles Ltd,BXB,0.06%,Diversified Support Services,AU,---,"$184,175,444.32","13,159,051"
,6859927,Sun Hung Kai Properties Ltd,16,0.06%,Diversified Real Estate Activities,HK,---,"$184,117,122.89","12,465,503"
,6057378,Asics Corp,7936,0.06%,Footwear,JP,---,"$184,008,169.29","6,561,660"
,BN33PL2,Bombardier Inc,BBD/B,0.06%,Aerospace & Defense,CA,---,"$183,823,694.88","849,688"
,6497509,Kubota Corp,6326,0.06%,Agricultural & Farm Machinery,JP,---,"$181,169,710.90","9,929,850"
,5497168,VOLKSWAGEN AG-PREF,VOW3,0.05%,Automobile Manufacturers,DE,---,"$180,873,806.42","2,019,700"
,5956078,Koninklijke KPN NV,KPN,0.05%,Integrated Telecommunication Services,NL,---,"$179,982,766.88","37,488,637"
,BHR3R21,WSP Global Inc,WSP,0.05%,Construction & Engineering,CA,---,"$179,507,740.36","1,321,587"
,0405207,Halma PLC,HLMA,0.05%,Electronic Equipment & Instruments,GB,---,"$179,257,739.86","3,686,424"
,0045614,Antofagasta PLC,ANTO,0.05%,Copper,GB,---,"$178,065,054.99","3,337,353"
,2866857,Lundin Mining Corp,LUN,0.05%,Copper,CA,---,"$177,751,825.97","6,638,511"
,BJ7W9K4,EQT AB,EQT,0.05%,Asset Management & Custody Banks,SE,---,"$177,537,467.44","5,126,526"
,BMV7PN1,Investor AB,INVEA,0.05%,Multi-Sector Holdings,SE,---,"$176,975,267.66","4,156,346"
,4491235,Kingspan Group PLC,KSP,0.05%,Building Products,IE,---,"$176,440,169.19","1,483,945"
,4511809,Hannover Rueck SE,HNR1,0.05%,Reinsurance,DE,---,"$176,125,133.40","589,396"
,6693233,POSCO Holdings Inc,005490,0.05%,Steel,KR,---,"$175,412,076.25","711,488"
,BMD58R8,Epiroc AB,EPIA,0.05%,Construction Machinery & Heavy Transportation Equipment,SE,---,"$175,081,345.31","6,353,921"
,B12C0T9,Samsung Life Insurance Co Ltd,032830,0.05%,Life & Health Insurance,KR,---,"$173,778,258.15","781,825"
,6805469,Resonac Holdings Corp,4004,0.05%,Diversified Chemicals,JP,---,"$173,133,407.25","1,768,768"
,BM8H5Y5,Dassault Systemes SE,DSY,0.05%,Application Software,FR,---,"$171,729,411.81","6,484,238"
,B5ZN1N8,Segro PLC,SGRO,0.05%,Industrial REITs,GB,---,"$170,353,143.25","13,213,940"
,BNZGVV1,Universal Music Group NV,UMG,0.05%,Movies & Entertainment,NL,---,"$170,160,666.30","10,012,665"
,6483489,Kansai Electric Power Co Inc/The,9503,0.05%,Electric Utilities,JP,---,"$170,137,170.82","9,698,999"
,BX90C05,Cellnex Telecom SA,CLNX,0.05%,Integrated Telecommunication Services,ES,---,"$169,310,578.82","5,520,516"
,6643960,Nippon Yusen KK,9101,0.05%,Marine Transportation,JP,---,"$168,704,261.73","3,836,599"
,B86S2N0,Ageas SA/NV,AGS,0.05%,Multi-line Insurance,BE,---,"$167,620,875.59","1,911,955"
,2554475,Magna International Inc,MG,0.05%,Automotive Parts & Equipment,CA,---,"$167,417,216.35","2,549,801"
,6251363,Daiwa House Industry Co Ltd,1925,0.05%,Diversified Real Estate Activities,JP,---,"$167,155,139.27","5,726,719"
,6858849,Sumitomo Metal Mining Co Ltd,5713,0.05%,Diversified Metals & Mining,JP,---,"$166,967,791.39","2,420,195"
,2454241,Imperial Oil Ltd,IMO,0.05%,Integrated Oil & Gas,CA,---,"$166,710,634.70","1,268,544"
,BNGN9Z1,FinecoBank Banca Fineco SpA,FBK,0.05%,Diversified Banks,IT,---,"$165,124,265.28","5,998,385"
,7332687,Alfa Laval AB,ALFA,0.05%,Industrial Machinery & Supplies & Components,SE,---,"$164,680,212.30","2,751,092"
,B3QJ0H8,Tourmaline Oil Corp,TOU,0.05%,Oil & Gas Exploration & Production,CA,---,"$164,671,461.64","3,614,609"
,BGHWH98,Woori Financial Group Inc,316140,0.05%,Diversified Banks,KR,---,"$164,649,335.50","6,717,649"
,BF1K7P7,Essity AB,ESSITYB,0.05%,Household Products,SE,---,"$164,605,288.13","5,634,217"
,6357562,Furukawa Electric Co Ltd,5801,0.05%,Electrical Components & Equipment,JP,---,"$164,345,659.33","6,616,270"
,B60QWJ2,JAMES HARDIE INDUSTRIES-CDI,JHX,0.05%,Construction Materials,AU,CDI,"$164,173,390.33","5,545,833"
,BD594Y4,Siemens Healthineers AG,SHL,0.05%,Health Care Equipment,DE,---,"$164,102,458.25","3,625,351"
,6520739,LG Electronics Inc,066570,0.05%,Consumer Electronics,KR,---,"$162,423,129.87","1,034,113"
,BNBNSG0,Euronext NV,ENX,0.05%,Financial Exchanges & Data,FR,---,"$162,326,739.72","857,435"
,BPYTZ57,Boliden AB,BOL,0.05%,Diversified Metals & Mining,SE,---,"$161,065,457.45","2,737,981"
,BWSW5D9,South32 Ltd,S32,0.05%,Diversified Metals & Mining,AU,---,"$160,635,574.69","43,660,117"
,6303866,Singapore Exchange Ltd,SGX,0.05%,Financial Exchanges & Data,SG,---,"$159,657,916.05","7,975,769"
,BBJPFY1,VONOVIA SE,VNA,0.05%,Real Estate Operating Companies,DE,---,"$159,354,571.70","7,154,441"
,BG0SCK9,BE Semiconductor Industries NV,BESI,0.05%,Semiconductor Materials & Equipment,NL,---,"$157,563,086.31","692,037"
,6791591,Secom Co Ltd,9735,0.05%,Security & Alarm Services,JP,---,"$157,442,153.10","3,889,804"
,6506267,Lasertec Corp,6920,0.05%,Semiconductor Materials & Equipment,JP,---,"$157,424,292.21","753,361"
,4103596,EDP SA,EDP,0.05%,Electric Utilities,PT,---,"$157,346,176.90","28,974,991"
,6097017,CLP Holdings Ltd,2,0.05%,Electric Utilities,HK,---,"$156,595,362.03","15,620,721"
,BZ1GZ06,BAWAG Group AG,BG,0.05%,Diversified Banks,AT,---,"$156,466,579.99","750,130"
,B01BN57,Terna - Rete Elettrica Nazionale,TRN,0.05%,Electric Utilities,IT,---,"$155,667,980.60","13,764,615"
,2384951,Great-West Lifeco Inc,GWO,0.05%,Life & Health Insurance,CA,---,"$155,138,327.18","2,412,905"
,5650422,Naturgy Energy Group SA,NTGY,0.05%,Gas Utilities,ES,---,"$154,426,241.77","4,517,184"
,BMWGTH9,RB Global Inc,RBA,0.05%,Diversified Support Services,CA,---,"$153,976,446.05","1,819,298"
,B418WK4,Whitecap Resources Inc,WCP,0.05%,Oil & Gas Exploration & Production,CA,---,"$153,288,842.97","11,829,102"
,4519579,Kerry Group PLC,KYGA,0.05%,Packaged Foods & Meats,IE,---,"$152,420,291.96","1,563,321"
,BXNT952,Telecom Italia SpA/Milano,TIT,0.05%,Integrated Telecommunication Services,IT,---,"$151,573,751.04","16,663,692"
,6466985,IHI Corp,7013,0.05%,Industrial Machinery & Supplies & Components,JP,---,"$151,503,286.48","9,067,730"
,5732524,Telefonica SA,TEF,0.05%,Integrated Telecommunication Services,ES,---,"$151,256,208.87","35,771,646"
,3091357,BT Group PLC,BT/A,0.05%,Integrated Telecommunication Services,GB,---,"$150,815,010.32","54,496,833"
,BZ3DNP6,Alamos Gold Inc,AGI,0.05%,Gold,CA,---,"$150,638,991.83","4,111,424"
,2650050,Emera Inc,EMA,0.05%,Electric Utilities,CA,---,"$149,902,920.33","2,988,893"
,B06YV46,Neste Oyj,NESTE,0.05%,Oil & Gas Refining & Marketing,FI,---,"$149,745,088.34","4,009,006"
,BMJ6DW5,Informa PLC,INF,0.05%,Advertising,GB,---,"$149,514,284.93","12,398,183"
,6251448,Daiwa Securities Group Inc,8601,0.05%,Investment Banking & Brokerage,JP,---,"$148,902,629.94","12,967,416"
,6340250,Fisher & Paykel Healthcare Corp Ltd,FPH,0.05%,Health Care Equipment,NZ,---,"$148,794,140.25","5,664,542"
,6493745,Kirin Holdings Co Ltd,2503,0.05%,Brewers,JP,---,"$148,586,977.38","7,782,900"
,4525189,Wartsila OYJ Abp,WRT1V,0.05%,Industrial Machinery & Supplies & Components,FI,---,"$148,420,375.69","4,594,715"
,6054409,Asahi Group Holdings Ltd,2502,0.04%,Brewers,JP,---,"$147,361,447.40","14,058,745"
,6640682,NIDEC CORP,6594,0.04%,Electrical Components & Equipment,JP,---,"$147,133,033.03","9,149,452"
,6180412,Computershare Ltd,CPU,0.04%,Data Processing & Outsourced Services,AU,---,"$147,074,013.78","5,165,705"
,5271782,Endesa SA,ELE,0.04%,Electric Utilities,ES,---,"$145,299,081.68","2,975,910"
,6251028,SCREEN Holdings Co Ltd,7735,0.04%,Semiconductor Materials & Equipment,JP,---,"$144,590,113.56","1,718,288"
,BYYN701,Poste Italiane SpA,PST,0.04%,Diversified Financial Services,IT,---,"$143,752,022.54","4,455,792"
,6641801,Nitto Denko Corp,6988,0.04%,Specialty Chemicals,JP,---,"$143,248,203.02","6,559,320"
,6585084,Suncorp Group Ltd,SUN,0.04%,Property & Casualty Insurance,AU,---,"$143,112,114.11","10,606,459"
,6155250,Samsung Fire & Marine Insurance Co Ltd,000810,0.04%,Property & Casualty Insurance,KR,---,"$141,180,242.97","291,673"
,B18ZRK2,Logitech International SA,LOGN,0.04%,"Technology Hardware, Storage & Peripherals",CH,---,"$140,892,278.49","1,434,306"
,B39J2M4,United Utilities Group PLC,UU/,0.04%,Water Utilities,GB,---,"$140,473,078.10","7,291,205"
,6460590,Phoenix Financial Ltd,PHOE,0.04%,Multi-line Insurance,IL,---,"$140,161,703.49","2,234,051"
,BJ2L575,CGI Inc,GIB/A,0.04%,IT Consulting & Other Services,CA,---,"$140,111,140.46","1,860,742"
,6597584,Mitsui OSK Lines Ltd,9104,0.04%,Marine Transportation,JP,---,"$139,561,286.40","3,186,610"
,B39Z8L3,SK Inc,034730,0.04%,Industrial Conglomerates,KR,---,"$139,557,824.03","353,835"
,BVFC8Q9,Thomson Reuters Corp,TRI,0.04%,Research & Consulting Services,CA,---,"$139,319,680.08","1,299,570"
,5051252,UPM-Kymmene Oyj,UPM,0.04%,Paper Products,FI,---,"$139,300,677.54","4,989,510"
,6743882,Japan Exchange Group Inc,8697,0.04%,Financial Exchanges & Data,JP,---,"$139,230,554.35","9,963,704"
,B1JB4K8,Symrise AG,SY1,0.04%,Specialty Chemicals,DE,---,"$139,158,640.35","1,302,325"
,6214861,Origin Energy Ltd,ORG,0.04%,Electric Utilities,AU,---,"$138,859,745.85","16,679,500"
,7156036,Sonova Holding AG,SOON,0.04%,Health Care Equipment,CH,---,"$138,135,213.99","481,645"
,B1FN8X9,Metso Oyj,METSO,0.04%,Construction Machinery & Heavy Transportation Equipment,FI,---,"$137,719,151.36","6,665,856"
,6451271,Israel Discount Bank Ltd,DSCT,0.04%,Diversified Banks,IL,---,"$137,245,595.99","12,008,892"
,6658801,Olympus Corp,7733,0.04%,Health Care Equipment,JP,---,"$136,486,996.21","10,338,477"
,4682329,Pernod Ricard SA,RI,0.04%,Distillers & Vintners,FR,---,"$136,273,740.54","1,822,318"
